day,play,outlook,temp,humidity,wind
D18394,Yes,Rain,Mild,Normal,Strong
D18395,Yes,Overcast,Hot,Normal,Strong
D18396,Yes,Sunny,Hot,Normal,Weak
D18397,Yes,Overcast,Cool,Normal,Strong
D18398,Yes,Overcast,Mild,Normal,Weak
D18399,Yes,Rain,Mild,High,Weak
D18400,No,Sunny,Cool,Normal,Strong
D18401,No,Sunny,Cool,High,Strong
D18402,No,Sunny,Mild,High,Weak
D18403,No,Sunny,Mild,High,Strong
D18404,Yes,Overcast,Mild,Normal,Weak
D18405,No,Sunny,Cool,High,Strong
D18406,Yes,Rain,Cool,Normal,Weak
D18407,No,Sunny,Mild,High,Strong
D18408,Yes,Sunny,Hot,Normal,Weak
D18409,No,Rain,Mild,High,Weak
D18410,No,Rain,Cool,High,Strong
D18411,Yes,Rain,Cool,High,Weak
D18412,No,Sunny,Mild,High,Weak
D18413,No,Rain,Hot,High,Strong
D18414,Yes,Sunny,Mild,Normal,Weak
D18415,Yes,Overcast,Cool,Normal,Weak
D18416,Yes,Overcast,Mild,Normal,Weak
D18417,Yes,Overcast,Hot,Normal,Weak
D18418,Yes,Rain,Mild,High,Weak
D18419,Yes,Rain,Hot,High,Weak
D18420,No,Rain,Hot,High,Weak
D18421,Yes,Rain,Mild,Normal,Weak
D18422,Yes,Sunny,Cool,High,Weak
D18423,No,Sunny,Hot,High,Strong
D18424,Yes,Overcast,Mild,Normal,Weak
D18425,No,Sunny,Mild,Normal,Strong
D18426,Yes,Rain,Cool,Normal,Weak
D18427,Yes,Rain,Mild,High,Weak
D18428,No,Rain,Mild,High,Weak
D18429,No,Sunny,Mild,High,Strong
D18430,No,Sunny,Cool,High,Weak
D18431,Yes,Sunny,Mild,Normal,Weak
D18432,Yes,Sunny,Mild,High,Weak
D18433,Yes,Sunny,Mild,Normal,Weak
D18434,Yes,Rain,Mild,Normal,Strong
D18435,No,Rain,Hot,High,Strong
D18436,No,Sunny,Mild,High,Strong
D18437,Yes,Rain,Hot,High,Strong
D18438,No,Sunny,Mild,High,Strong
D18439,No,Sunny,Hot,High,Strong
D18440,Yes,Rain,Hot,High,Weak
D18441,No,Sunny,Cool,High,Strong
D18442,No,Rain,Hot,High,Weak
D18443,Yes,Sunny,Cool,High,Weak
D18444,No,Sunny,Mild,High,Strong
D18445,Yes,Rain,Mild,Normal,Strong
D18446,Yes,Overcast,Cool,High,Weak
D18447,Yes,Overcast,Hot,Normal,Weak
D18448,Yes,Overcast,Cool,Normal,Weak
D18449,Yes,Sunny,Hot,Normal,Weak
D18450,Yes,Rain,Mild,Normal,Weak
D18451,Yes,Overcast,Mild,Normal,Weak
D18452,Yes,Rain,Mild,Normal,Weak
D18453,Yes,Overcast,Cool,Normal,Strong
D18454,Yes,Overcast,Cool,High,Weak
D18455,Yes,Rain,Cool,High,Weak
D18456,No,Sunny,Mild,High,Weak
D18457,Yes,Overcast,Hot,High,Strong
D18458,Yes,Rain,Cool,High,Weak
D18459,Yes,Overcast,Hot,High,Weak
D18460,Yes,Overcast,Mild,Normal,Weak
D18461,Yes,Rain,Cool,Normal,Strong
D18462,Yes,Rain,Hot,High,Strong
D18463,Yes,Rain,Cool,Normal,Weak
D18464,Yes,Rain,Cool,Normal,Weak
D18465,Yes,Overcast,Mild,Normal,Weak
D18466,Yes,Overcast,Cool,Normal,Weak
D18467,Yes,Rain,Mild,High,Weak
D18468,No,Sunny,Mild,High,Weak
D18469,Yes,Overcast,Mild,Normal,Weak
D18470,Yes,Overcast,Cool,High,Weak
D18471,No,Rain,Mild,High,Strong
D18472,Yes,Rain,Mild,Normal,Strong
D18473,No,Rain,Cool,Normal,Strong
D18474,No,Sunny,Cool,High,Weak
D18475,No,Rain,Cool,High,Weak
D18476,Yes,Rain,Cool,Normal,Strong
D18477,Yes,Rain,Cool,High,Weak
D18478,Yes,Overcast,Hot,High,Weak
D18479,Yes,Overcast,Hot,High,Weak
D18480,Yes,Sunny,Mild,Normal,Strong
D18481,No,Sunny,Cool,High,Strong
D18482,Yes,Overcast,Cool,Normal,Strong
D18483,No,Sunny,Mild,High,Weak
D18484,Yes,Overcast,Cool,Normal,Strong
D18485,Yes,Rain,Hot,High,Weak
D18486,No,Sunny,Hot,High,Strong
D18487,Yes,Overcast,Hot,Normal,Weak
D18488,Yes,Rain,Mild,High,Strong
D18489,Yes,Overcast,Hot,High,Weak
D18490,No,Sunny,Hot,High,Weak
D18491,No,Rain,Mild,High,Strong
D18492,Yes,Overcast,Hot,Normal,Strong
D18493,Yes,Rain,Mild,High,Weak
D18494,No,Sunny,Cool,High,Strong
D18495,Yes,Rain,Mild,High,Strong
D18496,Yes,Sunny,Hot,Normal,Strong
D18497,Yes,Rain,Mild,High,Weak
D18498,Yes,Rain,Cool,Normal,Strong
D18499,Yes,Rain,Cool,Normal,Weak
D18500,No,Sunny,Hot,High,Strong
D18501,No,Rain,Hot,High,Weak
D18502,No,Rain,Cool,High,Weak
D18503,No,Sunny,Mild,High,Weak
D18504,No,Rain,Mild,High,Weak
D18505,No,Sunny,Hot,High,Strong
D18506,No,Sunny,Mild,High,Weak
D18507,Yes,Rain,Hot,Normal,Weak
D18508,No,Sunny,Cool,High,Strong
D18509,No,Sunny,Mild,High,Strong
D18510,No,Rain,Cool,Normal,Weak
D18511,No,Sunny,Hot,High,Weak
D18512,No,Rain,Mild,High,Strong
D18513,Yes,Overcast,Mild,Normal,Strong
D18514,No,Sunny,Hot,High,Strong
D18515,No,Sunny,Cool,High,Strong
D18516,No,Rain,Hot,High,Strong
D18517,Yes,Rain,Mild,High,Weak
D18518,No,Rain,Cool,High,Strong
D18519,Yes,Sunny,Mild,Normal,Weak
D18520,Yes,Overcast,Cool,High,Strong
D18521,Yes,Rain,Mild,Normal,Weak
D18522,Yes,Overcast,Hot,Normal,Weak
D18523,Yes,Rain,Mild,Normal,Weak
D18524,Yes,Rain,Mild,Normal,Strong
D18525,No,Sunny,Cool,Normal,Strong
D18526,Yes,Rain,Cool,High,Weak
D18527,No,Sunny,Mild,High,Weak
D18528,No,Rain,Mild,High,Strong
D18529,Yes,Rain,Mild,Normal,Weak
D18530,Yes,Sunny,Mild,Normal,Weak
D18531,Yes,Overcast,Hot,High,Strong
D18532,Yes,Rain,Mild,Normal,Strong
D18533,Yes,Overcast,Mild,Normal,Weak
D18534,No,Rain,Cool,High,Strong
D18535,Yes,Overcast,Cool,Normal,Weak
D18536,No,Sunny,Mild,High,Weak
D18537,Yes,Overcast,Hot,High,Strong
D18538,No,Sunny,Mild,High,Strong
D18539,Yes,Rain,Cool,High,Weak
D18540,Yes,Sunny,Cool,High,Weak
D18541,Yes,Rain,Cool,Normal,Weak
D18542,No,Sunny,Hot,High,Weak
D18543,Yes,Rain,Mild,Normal,Strong
D18544,No,Rain,Hot,High,Weak
D18545,No,Rain,Mild,High,Strong
D18546,No,Sunny,Hot,High,Weak
D18547,No,Sunny,Mild,High,Weak
D18548,No,Sunny,Hot,High,Strong
D18549,Yes,Rain,Cool,High,Weak
D18550,No,Sunny,Mild,High,Weak
D18551,Yes,Overcast,Mild,Normal,Weak
D18552,Yes,Rain,Mild,Normal,Weak
D18553,Yes,Overcast,Cool,Normal,Weak
D18554,No,Sunny,Cool,Normal,Strong
D18555,Yes,Rain,Cool,Normal,Weak
D18556,Yes,Rain,Hot,Normal,Strong
D18557,Yes,Sunny,Mild,High,Weak
D18558,No,Sunny,Hot,High,Weak
D18559,No,Sunny,Hot,High,Strong
D18560,No,Sunny,Hot,High,Strong
D18561,Yes,Rain,Cool,High,Strong
D18562,Yes,Overcast,Hot,Normal,Weak
D18563,No,Sunny,Mild,Normal,Strong
D18564,Yes,Overcast,Hot,High,Weak
D18565,Yes,Overcast,Mild,Normal,Weak
D18566,Yes,Rain,Mild,High,Strong
D18567,Yes,Overcast,Hot,Normal,Weak
D18568,Yes,Rain,Cool,Normal,Weak
D18569,Yes,Overcast,Mild,Normal,Strong
D18570,No,Rain,Mild,High,Strong
D18571,Yes,Rain,Hot,High,Weak
D18572,Yes,Overcast,Cool,Normal,Strong
D18573,Yes,Sunny,Mild,High,Weak
D18574,Yes,Rain,Hot,High,Weak
D18575,Yes,Rain,Mild,Normal,Weak
D18576,No,Rain,Hot,Normal,Strong
D18577,No,Rain,Cool,High,Weak
D18578,Yes,Sunny,Mild,Normal,Strong
D18579,Yes,Rain,Hot,High,Weak
D18580,Yes,Overcast,Cool,High,Weak
D18581,Yes,Overcast,Mild,Normal,Strong
D18582,Yes,Rain,Hot,High,Weak
D18583,Yes,Sunny,Cool,Normal,Strong
D18584,No,Sunny,Hot,High,Strong
D18585,Yes,Overcast,Mild,Normal,Weak
D18586,No,Rain,Mild,High,Weak
D18587,No,Rain,Mild,High,Strong
D18588,Yes,Overcast,Cool,Normal,Weak
D18589,No,Rain,Cool,High,Strong
D18590,Yes,Rain,Cool,High,Strong
D18591,Yes,Overcast,Cool,Normal,Strong
D18592,No,Rain,Cool,Normal,Weak
D18593,No,Sunny,Hot,High,Weak
D18594,Yes,Overcast,Cool,Normal,Strong
D18595,No,Sunny,Cool,High,Weak
D18596,No,Sunny,Mild,High,Strong
D18597,Yes,Overcast,Cool,High,Strong
D18598,No,Sunny,Hot,High,Strong
D18599,No,Sunny,Hot,High,Weak
D18600,Yes,Overcast,Hot,Normal,Weak
D18601,Yes,Overcast,Mild,High,Strong
D18602,Yes,Overcast,Hot,Normal,Strong
D18603,Yes,Overcast,Mild,Normal,Weak
D18604,No,Rain,Mild,High,Strong
D18605,Yes,Overcast,Mild,Normal,Strong
D18606,Yes,Rain,Hot,Normal,Weak
D18607,Yes,Overcast,Mild,Normal,Weak
D18608,Yes,Rain,Mild,Normal,Weak
D18609,No,Rain,Hot,Normal,Strong
D18610,Yes,Overcast,Hot,High,Weak
D18611,No,Sunny,Hot,High,Weak
D18612,Yes,Rain,Cool,Normal,Weak
D18613,Yes,Rain,Hot,Normal,Strong
D18614,Yes,Overcast,Hot,High,Weak
D18615,Yes,Overcast,Cool,Normal,Strong
D18616,No,Sunny,Hot,High,Strong
D18617,Yes,Overcast,Cool,High,Strong
D18618,No,Rain,Mild,High,Strong
D18619,Yes,Rain,Hot,High,Strong
D18620,No,Sunny,Hot,High,Weak
D18621,No,Rain,Hot,High,Strong
D18622,Yes,Overcast,Hot,High,Weak
D18623,Yes,Rain,Hot,Normal,Weak
D18624,Yes,Overcast,Cool,High,Strong
D18625,No,Sunny,Hot,High,Strong
D18626,Yes,Overcast,Hot,Normal,Weak
D18627,Yes,Overcast,Cool,Normal,Weak
D18628,No,Sunny,Cool,High,Strong
D18629,No,Sunny,Hot,High,Strong
D18630,Yes,Rain,Cool,Normal,Strong
D18631,Yes,Rain,Hot,High,Weak
D18632,Yes,Overcast,Cool,Normal,Weak
D18633,No,Rain,Hot,High,Strong
D18634,Yes,Sunny,Mild,High,Weak
D18635,Yes,Overcast,Mild,Normal,Weak
D18636,No,Sunny,Hot,High,Weak
D18637,Yes,Rain,Mild,Normal,Weak
D18638,No,Sunny,Mild,High,Strong
D18639,Yes,Rain,Hot,High,Weak
D18640,Yes,Rain,Hot,Normal,Strong
D18641,No,Sunny,Cool,High,Weak
D18642,Yes,Sunny,Mild,Normal,Weak
D18643,Yes,Sunny,Cool,Normal,Strong
D18644,Yes,Rain,Cool,Normal,Weak
D18645,Yes,Sunny,Cool,High,Weak
D18646,Yes,Overcast,Hot,Normal,Strong
D18647,Yes,Overcast,Mild,High,Strong
D18648,No,Rain,Hot,High,Weak
D18649,Yes,Rain,Mild,Normal,Weak
D18650,No,Sunny,Hot,High,Strong
D18651,Yes,Rain,Hot,Normal,Strong
D18652,Yes,Sunny,Mild,Normal,Strong
D18653,Yes,Overcast,Cool,Normal,Weak
D18654,Yes,Rain,Cool,Normal,Weak
D18655,Yes,Rain,Cool,Normal,Weak
D18656,Yes,Rain,Hot,Normal,Strong
D18657,Yes,Rain,Hot,High,Strong
D18658,Yes,Overcast,Mild,Normal,Weak
D18659,Yes,Rain,Mild,High,Weak
D18660,No,Sunny,Mild,Normal,Strong
D18661,No,Sunny,Cool,Normal,Weak
D18662,Yes,Overcast,Cool,High,Weak
D18663,Yes,Sunny,Cool,High,Weak
D18664,Yes,Rain,Cool,Normal,Weak
D18665,Yes,Overcast,Hot,High,Weak
D18666,Yes,Sunny,Mild,Normal,Strong
D18667,Yes,Rain,Mild,Normal,Strong
D18668,Yes,Overcast,Mild,Normal,Weak
D18669,Yes,Overcast,Cool,Normal,Weak
D18670,Yes,Overcast,Hot,High,Strong
D18671,Yes,Rain,Mild,Normal,Weak
D18672,No,Rain,Mild,Normal,Strong
D18673,Yes,Rain,Cool,Normal,Weak
D18674,No,Rain,Hot,High,Strong
D18675,Yes,Overcast,Mild,High,Strong
D18676,Yes,Rain,Mild,Normal,Weak
D18677,Yes,Overcast,Mild,Normal,Weak
D18678,Yes,Sunny,Hot,Normal,Weak
D18679,Yes,Overcast,Mild,Normal,Weak
D18680,Yes,Rain,Cool,Normal,Weak
D18681,No,Rain,Hot,High,Weak
D18682,No,Rain,Hot,High,Weak
D18683,Yes,Overcast,Cool,Normal,Strong
D18684,Yes,Rain,Mild,High,Weak
D18685,Yes,Rain,Cool,Normal,Weak
D18686,Yes,Sunny,Cool,High,Strong
D18687,Yes,Sunny,Mild,Normal,Weak
D18688,Yes,Overcast,Mild,Normal,Strong
D18689,No,Rain,Cool,High,Strong
D18690,No,Rain,Mild,High,Strong
D18691,Yes,Overcast,Mild,High,Weak
D18692,Yes,Overcast,Mild,High,Weak
D18693,No,Sunny,Cool,High,Strong
D18694,Yes,Overcast,Cool,Normal,Strong
D18695,No,Sunny,Hot,High,Strong
D18696,Yes,Sunny,Mild,Normal,Strong
D18697,Yes,Rain,Cool,High,Weak
D18698,Yes,Rain,Cool,High,Weak
D18699,Yes,Sunny,Mild,Normal,Weak
D18700,Yes,Sunny,Cool,High,Strong
D18701,Yes,Rain,Mild,High,Strong
D18702,Yes,Overcast,Cool,Normal,Weak
D18703,Yes,Rain,Mild,High,Weak
D18704,Yes,Rain,Mild,High,Weak
D18705,Yes,Overcast,Mild,Normal,Weak
D18706,Yes,Rain,Mild,Normal,Weak
D18707,Yes,Overcast,Cool,High,Weak
D18708,No,Rain,Mild,High,Strong
D18709,Yes,Overcast,Hot,Normal,Weak
D18710,Yes,Overcast,Cool,Normal,Weak
D18711,Yes,Overcast,Mild,High,Weak
D18712,No,Sunny,Mild,High,Strong
D18713,Yes,Rain,Cool,Normal,Strong
D18714,No,Sunny,Mild,Normal,Strong
D18715,Yes,Rain,Mild,Normal,Weak
D18716,Yes,Overcast,Mild,Normal,Weak
D18717,No,Rain,Cool,High,Strong
D18718,No,Sunny,Mild,High,Strong
D18719,No,Rain,Hot,High,Strong
D18720,No,Sunny,Cool,High,Strong
D18721,Yes,Overcast,Cool,High,Weak
D18722,Yes,Sunny,Mild,Normal,Strong
D18723,No,Rain,Hot,High,Strong
D18724,No,Sunny,Mild,High,Weak
D18725,Yes,Sunny,Cool,Normal,Strong
D18726,No,Rain,Mild,Normal,Strong
D18727,Yes,Sunny,Mild,High,Weak
D18728,Yes,Overcast,Mild,High,Weak
D18729,Yes,Rain,Mild,Normal,Weak
D18730,Yes,Sunny,Cool,Normal,Strong
D18731,Yes,Rain,Cool,Normal,Weak
D18732,Yes,Rain,Mild,Normal,Weak
D18733,Yes,Rain,Mild,Normal,Weak
D18734,Yes,Sunny,Cool,Normal,Weak
D18735,Yes,Overcast,Mild,Normal,Weak
D18736,Yes,Rain,Hot,Normal,Weak
D18737,No,Sunny,Hot,High,Weak
D18738,Yes,Sunny,Cool,High,Strong
D18739,No,Sunny,Hot,High,Strong
D18740,Yes,Rain,Mild,High,Weak
D18741,Yes,Sunny,Mild,Normal,Weak
D18742,No,Sunny,Mild,High,Weak
D18743,Yes,Rain,Hot,Normal,Weak
D18744,Yes,Rain,Mild,High,Strong
D18745,Yes,Rain,Mild,High,Weak
D18746,Yes,Rain,Hot,High,Weak
D18747,Yes,Overcast,Mild,Normal,Weak
D18748,Yes,Rain,Mild,Normal,Strong
D18749,No,Sunny,Cool,High,Strong
D18750,Yes,Rain,Hot,Normal,Weak
D18751,Yes,Rain,Hot,Normal,Weak
D18752,Yes,Overcast,Mild,Normal,Weak
D18753,No,Sunny,Hot,High,Strong
D18754,Yes,Rain,Hot,Normal,Weak
D18755,Yes,Overcast,Mild,Normal,Weak
D18756,No,Sunny,Mild,High,Weak
D18757,Yes,Rain,Mild,Normal,Weak
D18758,No,Rain,Hot,High,Strong
D18759,Yes,Rain,Mild,Normal,Weak
D18760,Yes,Rain,Mild,High,Weak
D18761,Yes,Overcast,Mild,Normal,Strong
D18762,Yes,Overcast,Hot,High,Weak
D18763,Yes,Sunny,Cool,Normal,Strong
D18764,Yes,Overcast,Mild,Normal,Weak
D18765,Yes,Overcast,Hot,Normal,Strong
D18766,No,Sunny,Mild,High,Weak
D18767,Yes,Overcast,Cool,Normal,Weak
D18768,Yes,Sunny,Cool,Normal,Strong
D18769,No,Rain,Hot,High,Strong
D18770,Yes,Overcast,Hot,High,Weak
D18771,Yes,Overcast,Cool,High,Weak
D18772,Yes,Overcast,Hot,Normal,Strong
D18773,Yes,Rain,Cool,Normal,Strong
D18774,No,Sunny,Hot,High,Strong
D18775,Yes,Rain,Mild,High,Strong
D18776,Yes,Sunny,Mild,High,Weak
D18777,Yes,Sunny,Cool,High,Strong
D18778,No,Sunny,Hot,High,Strong
D18779,Yes,Overcast,Hot,High,Weak
D18780,No,Sunny,Hot,Normal,Weak
D18781,No,Rain,Hot,High,Strong
D18782,No,Sunny,Mild,Normal,Strong
D18783,Yes,Rain,Cool,High,Weak
D18784,No,Rain,Hot,High,Strong
D18785,Yes,Rain,Mild,Normal,Strong
D18786,Yes,Rain,Mild,High,Strong
D18787,No,Sunny,Hot,High,Strong
D18788,No,Rain,Mild,High,Strong
D18789,Yes,Overcast,Mild,Normal,Strong
D18790,No,Sunny,Mild,High,Strong
D18791,Yes,Overcast,Mild,High,Strong
D18792,Yes,Sunny,Mild,Normal,Weak
D18793,Yes,Overcast,Mild,High,Weak
D18794,Yes,Overcast,Cool,High,Strong
D18795,Yes,Rain,Mild,Normal,Strong
D18796,No,Rain,Hot,High,Weak
D18797,No,Rain,Mild,High,Weak
D18798,Yes,Rain,Mild,Normal,Weak
D18799,No,Sunny,Mild,High,Strong
D18800,No,Rain,Mild,High,Strong
D18801,Yes,Rain,Mild,High,Weak
D18802,No,Sunny,Mild,High,Strong
D18803,Yes,Rain,Cool,Normal,Strong
D18804,Yes,Overcast,Mild,Normal,Weak
D18805,Yes,Overcast,Mild,Normal,Weak
D18806,No,Sunny,Mild,High,Weak
D18807,Yes,Overcast,Hot,High,Weak
D18808,No,Rain,Hot,Normal,Strong
D18809,No,Rain,Mild,High,Weak
D18810,No,Rain,Mild,High,Weak
D18811,No,Sunny,Mild,Normal,Weak
D18812,Yes,Overcast,Hot,Normal,Weak
D18813,No,Sunny,Hot,High,Weak
D18814,Yes,Overcast,Cool,High,Weak
D18815,Yes,Rain,Cool,High,Strong
D18816,No,Sunny,Hot,High,Weak
D18817,Yes,Overcast,Cool,High,Weak
D18818,Yes,Sunny,Mild,Normal,Strong
D18819,Yes,Rain,Hot,High,Weak
D18820,No,Sunny,Hot,High,Strong
D18821,Yes,Overcast,Mild,Normal,Weak
D18822,No,Rain,Hot,High,Weak
D18823,No,Sunny,Mild,High,Strong
D18824,Yes,Rain,Mild,Normal,Weak
D18825,Yes,Sunny,Cool,Normal,Weak
D18826,Yes,Sunny,Mild,Normal,Strong
D18827,Yes,Overcast,Mild,Normal,Weak
D18828,Yes,Rain,Mild,Normal,Weak
D18829,Yes,Overcast,Mild,Normal,Weak
D18830,No,Sunny,Mild,High,Weak
D18831,Yes,Rain,Mild,Normal,Weak
D18832,Yes,Overcast,Mild,Normal,Weak
D18833,Yes,Sunny,Hot,Normal,Weak
D18834,No,Rain,Hot,High,Weak
D18835,Yes,Rain,Mild,High,Strong
D18836,No,Sunny,Mild,High,Strong
D18837,Yes,Sunny,Cool,Normal,Strong
D18838,Yes,Rain,Hot,Normal,Weak
D18839,Yes,Sunny,Cool,Normal,Strong
D18840,Yes,Overcast,Hot,Normal,Strong
D18841,No,Sunny,Cool,High,Weak
D18842,Yes,Rain,Hot,Normal,Weak
D18843,Yes,Sunny,Mild,High,Strong
D18844,Yes,Rain,Mild,High,Weak
D18845,Yes,Sunny,Cool,Normal,Weak
D18846,Yes,Rain,Cool,Normal,Weak
D18847,No,Rain,Hot,High,Strong
D18848,Yes,Rain,Mild,Normal,Weak
D18849,Yes,Sunny,Cool,Normal,Strong
D18850,Yes,Overcast,Hot,High,Weak
D18851,Yes,Sunny,Mild,High,Weak
D18852,Yes,Sunny,Cool,Normal,Weak
D18853,No,Sunny,Hot,High,Weak
D18854,No,Sunny,Mild,High,Weak
D18855,Yes,Overcast,Cool,High,Weak
D18856,Yes,Overcast,Hot,High,Weak
D18857,Yes,Sunny,Cool,Normal,Weak
D18858,Yes,Overcast,Cool,Normal,Strong
D18859,Yes,Overcast,Mild,Normal,Strong
D18860,No,Sunny,Mild,High,Strong
D18861,Yes,Overcast,Mild,Normal,Weak
D18862,Yes,Sunny,Cool,High,Weak
D18863,Yes,Overcast,Hot,Normal,Strong
D18864,Yes,Overcast,Cool,Normal,Strong
D18865,Yes,Rain,Mild,High,Weak
D18866,Yes,Overcast,Cool,Normal,Strong
D18867,No,Sunny,Cool,Normal,Weak
D18868,Yes,Rain,Cool,Normal,Weak
D18869,Yes,Overcast,Cool,High,Weak
D18870,Yes,Overcast,Cool,Normal,Strong
D18871,Yes,Overcast,Cool,Normal,Weak
D18872,Yes,Sunny,Mild,High,Weak
D18873,Yes,Sunny,Hot,Normal,Weak
D18874,Yes,Overcast,Mild,Normal,Weak
D18875,Yes,Rain,Mild,Normal,Strong
D18876,No,Sunny,Hot,High,Strong
D18877,Yes,Sunny,Hot,Normal,Weak
D18878,Yes,Overcast,Cool,Normal,Weak
D18879,No,Rain,Mild,Normal,Strong
D18880,Yes,Overcast,Hot,High,Weak
D18881,Yes,Sunny,Mild,Normal,Strong
D18882,No,Sunny,Cool,High,Strong
D18883,No,Sunny,Cool,High,Strong
D18884,No,Rain,Cool,High,Weak
D18885,Yes,Overcast,Cool,Normal,Weak
D18886,Yes,Rain,Mild,Normal,Weak
D18887,Yes,Rain,Cool,High,Weak
D18888,Yes,Overcast,Cool,Normal,Weak
D18889,Yes,Rain,Mild,Normal,Strong
D18890,Yes,Overcast,Cool,Normal,Strong
D18891,Yes,Rain,Mild,Normal,Weak
D18892,No,Sunny,Hot,High,Weak
D18893,Yes,Overcast,Mild,High,Strong
D18894,Yes,Rain,Cool,Normal,Strong
D18895,Yes,Rain,Mild,Normal,Strong
D18896,No,Sunny,Mild,High,Weak
D18897,Yes,Rain,Cool,Normal,Weak
D18898,No,Sunny,Mild,High,Strong
D18899,Yes,Sunny,Mild,High,Weak
D18900,No,Sunny,Hot,Normal,Strong
D18901,Yes,Sunny,Hot,High,Strong
D18902,Yes,Rain,Cool,High,Strong
D18903,Yes,Overcast,Cool,High,Weak
D18904,Yes,Overcast,Mild,Normal,Weak
D18905,Yes,Rain,Cool,Normal,Weak
D18906,Yes,Overcast,Cool,Normal,Weak
D18907,Yes,Overcast,Hot,High,Weak
D18908,No,Sunny,Cool,Normal,Strong
D18909,No,Sunny,Mild,High,Strong
D18910,No,Sunny,Hot,Normal,Strong
D18911,No,Sunny,Cool,High,Strong
D18912,No,Rain,Hot,Normal,Strong
D18913,Yes,Rain,Cool,Normal,Weak
D18914,No,Rain,Mild,Normal,Weak
D18915,Yes,Overcast,Hot,Normal,Strong
D18916,No,Sunny,Cool,High,Strong
D18917,No,Sunny,Hot,High,Strong
D18918,Yes,Overcast,Cool,Normal,Strong
D18919,No,Rain,Mild,High,Strong
D18920,Yes,Rain,Hot,High,Weak
D18921,No,Rain,Mild,Normal,Strong
D18922,No,Sunny,Hot,Normal,Strong
D18923,No,Rain,Cool,High,Weak
D18924,Yes,Rain,Mild,High,Weak
D18925,Yes,Rain,Mild,Normal,Weak
D18926,No,Rain,Cool,High,Strong
D18927,No,Rain,Mild,High,Strong
D18928,Yes,Rain,Mild,Normal,Strong
D18929,Yes,Sunny,Cool,Normal,Strong
D18930,Yes,Overcast,Hot,Normal,Strong
D18931,Yes,Overcast,Hot,High,Weak
D18932,No,Sunny,Hot,High,Strong
D18933,Yes,Overcast,Cool,High,Weak
D18934,Yes,Overcast,Cool,Normal,Weak
D18935,No,Sunny,Hot,High,Weak
D18936,No,Sunny,Hot,High,Strong
D18937,No,Sunny,Cool,Normal,Weak
D18938,Yes,Rain,Mild,High,Weak
D18939,Yes,Rain,Mild,Normal,Weak
D18940,Yes,Overcast,Mild,Normal,Weak
D18941,Yes,Overcast,Cool,Normal,Weak
D18942,Yes,Sunny,Mild,High,Weak
D18943,No,Rain,Cool,High,Weak
D18944,Yes,Overcast,Cool,High,Weak
D18945,No,Rain,Mild,High,Strong
D18946,Yes,Rain,Mild,Normal,Weak
D18947,No,Sunny,Hot,High,Weak
D18948,No,Sunny,Hot,High,Strong
D18949,Yes,Overcast,Cool,High,Strong
D18950,No,Rain,Hot,Normal,Weak
D18951,Yes,Rain,Cool,Normal,Strong
D18952,Yes,Sunny,Cool,Normal,Weak
D18953,Yes,Rain,Mild,Normal,Weak
D18954,No,Rain,Cool,High,Strong
D18955,Yes,Overcast,Mild,Normal,Strong
D18956,No,Sunny,Hot,High,Strong
D18957,Yes,Rain,Hot,Normal,Weak
D18958,Yes,Rain,Cool,Normal,Strong
D18959,Yes,Sunny,Hot,Normal,Weak
D18960,Yes,Rain,Cool,Normal,Weak
D18961,Yes,Overcast,Hot,High,Weak
D18962,Yes,Overcast,Cool,Normal,Weak
D18963,Yes,Rain,Mild,Normal,Weak
D18964,Yes,Overcast,Mild,High,Weak
D18965,Yes,Overcast,Mild,High,Weak
D18966,Yes,Rain,Mild,High,Weak
D18967,Yes,Rain,Mild,Normal,Weak
D18968,Yes,Rain,Cool,Normal,Weak
D18969,No,Sunny,Hot,High,Strong
D18970,Yes,Overcast,Cool,Normal,Strong
D18971,Yes,Rain,Mild,Normal,Weak
D18972,Yes,Overcast,Mild,High,Strong
D18973,No,Rain,Mild,High,Strong
D18974,No,Sunny,Hot,High,Strong
D18975,Yes,Rain,Hot,Normal,Weak
D18976,No,Sunny,Hot,High,Strong
D18977,Yes,Overcast,Mild,High,Weak
D18978,Yes,Sunny,Hot,Normal,Strong
D18979,No,Sunny,Hot,Normal,Strong
D18980,No,Sunny,Hot,High,Strong
D18981,Yes,Overcast,Mild,High,Weak
D18982,Yes,Overcast,Cool,Normal,Weak
D18983,No,Rain,Cool,High,Strong
D18984,Yes,Rain,Mild,Normal,Weak
D18985,No,Sunny,Hot,High,Strong
D18986,Yes,Overcast,Mild,Normal,Strong
D18987,Yes,Rain,Hot,Normal,Weak
D18988,No,Sunny,Cool,High,Strong
D18989,Yes,Rain,Cool,Normal,Weak
D18990,Yes,Overcast,Mild,Normal,Strong
D18991,Yes,Overcast,Cool,Normal,Weak
D18992,Yes,Rain,Mild,Normal,Strong
D18993,No,Sunny,Mild,High,Strong
D18994,No,Rain,Hot,Normal,Strong
D18995,No,Sunny,Mild,High,Strong
D18996,Yes,Rain,Hot,Normal,Weak
D18997,Yes,Rain,Mild,Normal,Weak
D18998,No,Sunny,Cool,High,Weak
D18999,No,Rain,Cool,High,Strong
D19000,No,Sunny,Mild,High,Weak
D19001,No,Sunny,Hot,High,Weak
D19002,No,Sunny,Mild,Normal,Weak
D19003,Yes,Sunny,Cool,High,Weak
D19004,No,Sunny,Mild,High,Weak
